# Table name/description: "Top500 Pro (ALL CHIS) B<40"
# Number of dimensions: 3
# For each dimension, 1 to 3: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 45 true
#   x2: 0.0 360.0 45 true
#   x3: 0.0 360.0 45 true
# List of table coordinates and values. (Value is last number on each line.)
4.0 4.0 4.0 0.016229712858926344
4.0 4.0 12.0 0.005826050769870994
4.0 4.0 20.0 6.242197253433209E-4
4.0 4.0 28.0 2.0807324178110696E-4
4.0 4.0 36.0 0.0
4.0 4.0 44.0 0.0
4.0 4.0 52.0 0.0
4.0 4.0 60.0 0.0
4.0 4.0 68.0 0.0
4.0 4.0 76.0 0.0
4.0 4.0 84.0 0.0
4.0 4.0 92.0 0.0
4.0 4.0 100.0 0.0
4.0 4.0 108.0 0.0
4.0 4.0 116.0 0.0
4.0 4.0 124.0 0.0
4.0 4.0 132.0 0.0
4.0 4.0 140.0 0.0
4.0 4.0 148.0 0.0
4.0 4.0 156.0 0.0
4.0 4.0 164.0 0.0
4.0 4.0 172.0 0.0
4.0 4.0 180.0 0.0
4.0 4.0 188.0 0.0
4.0 4.0 196.0 0.0
4.0 4.0 204.0 0.0
4.0 4.0 212.0 0.0
4.0 4.0 220.0 0.0
4.0 4.0 228.0 0.0
4.0 4.0 236.0 0.0
4.0 4.0 244.0 0.0
4.0 4.0 252.0 0.0
4.0 4.0 260.0 0.0
4.0 4.0 268.0 0.0
4.0 4.0 276.0 0.0
4.0 4.0 284.0 0.0
4.0 4.0 292.0 0.0
4.0 4.0 300.0 0.0
4.0 4.0 308.0 0.0
4.0 4.0 316.0 0.0
4.0 4.0 324.0 2.0807324178110696E-4
4.0 4.0 332.0 0.0012484394506866417
4.0 4.0 340.0 0.0070744902205576365
4.0 4.0 348.0 0.018102372034956304
4.0 4.0 356.0 0.031835205992509365
4.0 12.0 4.0 0.005409904286308781
4.0 12.0 12.0 6.242197253433209E-4
4.0 12.0 20.0 2.0807324178110696E-4
4.0 12.0 28.0 0.0
4.0 12.0 36.0 0.0
4.0 12.0 44.0 0.0
4.0 12.0 52.0 0.0
4.0 12.0 60.0 0.0
4.0 12.0 68.0 0.0
4.0 12.0 76.0 0.0
4.0 12.0 84.0 0.0
4.0 12.0 92.0 0.0
4.0 12.0 100.0 0.0
4.0 12.0 108.0 0.0
4.0 12.0 116.0 0.0
4.0 12.0 124.0 0.0
4.0 12.0 132.0 0.0
4.0 12.0 140.0 0.0
4.0 12.0 148.0 0.0
4.0 12.0 156.0 0.0
4.0 12.0 164.0 0.0
4.0 12.0 172.0 0.0
4.0 12.0 180.0 0.0
4.0 12.0 188.0 0.0
4.0 12.0 196.0 0.0
4.0 12.0 204.0 0.0
4.0 12.0 212.0 0.0
4.0 12.0 220.0 0.0
4.0 12.0 228.0 0.0
4.0 12.0 236.0 0.0
4.0 12.0 244.0 0.0
4.0 12.0 252.0 0.0
4.0 12.0 260.0 0.0
4.0 12.0 268.0 0.0
4.0 12.0 276.0 0.0
4.0 12.0 284.0 0.0
4.0 12.0 292.0 0.0
4.0 12.0 300.0 0.0
4.0 12.0 308.0 0.0
4.0 12.0 316.0 2.0807324178110696E-4
4.0 12.0 324.0 6.242197253433209E-4
4.0 12.0 332.0 0.004161464835622139
4.0 12.0 340.0 0.011652101539741989
4.0 12.0 348.0 0.018102372034956304
4.0 12.0 356.0 0.013108614232209739
4.0 20.0 4.0 4.161464835622139E-4
4.0 20.0 12.0 0.0
4.0 20.0 20.0 0.0
4.0 20.0 28.0 0.0
4.0 20.0 36.0 0.0
4.0 20.0 44.0 0.0
4.0 20.0 52.0 0.0
4.0 20.0 60.0 0.0
4.0 20.0 68.0 0.0
4.0 20.0 76.0 0.0
4.0 20.0 84.0 0.0
4.0 20.0 92.0 0.0
4.0 20.0 100.0 0.0
4.0 20.0 108.0 0.0
4.0 20.0 116.0 0.0
4.0 20.0 124.0 0.0
4.0 20.0 132.0 0.0
4.0 20.0 140.0 0.0
4.0 20.0 148.0 0.0
4.0 20.0 156.0 0.0
4.0 20.0 164.0 0.0
4.0 20.0 172.0 0.0
4.0 20.0 180.0 0.0
4.0 20.0 188.0 0.0
4.0 20.0 196.0 0.0
4.0 20.0 204.0 0.0
4.0 20.0 212.0 0.0
4.0 20.0 220.0 0.0
4.0 20.0 228.0 0.0
4.0 20.0 236.0 0.0
4.0 20.0 244.0 0.0
4.0 20.0 252.0 0.0
4.0 20.0 260.0 0.0
4.0 20.0 268.0 0.0
4.0 20.0 276.0 0.0
4.0 20.0 284.0 0.0
4.0 20.0 292.0 0.0
4.0 20.0 300.0 0.0
4.0 20.0 308.0 2.0807324178110696E-4
4.0 20.0 316.0 2.0807324178110696E-4
4.0 20.0 324.0 0.0012484394506866417
4.0 20.0 332.0 0.006658343736995423
4.0 20.0 340.0 0.010403662089055347
4.0 20.0 348.0 0.0089471493965876
4.0 20.0 356.0 0.003745318352059925
4.0 28.0 4.0 0.0
4.0 28.0 12.0 0.0
4.0 28.0 20.0 0.0
4.0 28.0 28.0 0.0
4.0 28.0 36.0 0.0
4.0 28.0 44.0 0.0
4.0 28.0 52.0 0.0
4.0 28.0 60.0 0.0
4.0 28.0 68.0 0.0
4.0 28.0 76.0 0.0
4.0 28.0 84.0 0.0
4.0 28.0 92.0 0.0
4.0 28.0 100.0 0.0
4.0 28.0 108.0 0.0
4.0 28.0 116.0 0.0
4.0 28.0 124.0 0.0
4.0 28.0 132.0 0.0
4.0 28.0 140.0 0.0
4.0 28.0 148.0 0.0
